ID_,lat_x,long_y,lat_x_D,long_y_D,Ordem_,lat_final,long_final
ID 4938,-23.0.414,-44.6.928,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5046,-23.0.764,-44.6.975,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5060,-23.0.414,-44.6.939,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5077,-23.0.414,-44.6.939,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5080,-23.0.764,-44.6.975,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5165,-23.0.414,-44.6.928,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5481,-23.0.414,-44.6.928,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5482,-23.0.414,-44.6.939,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5483,-23.0.764,-44.6.975,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5625,-23.0.764,-44.6.975,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 5628,-23.0.414,-44.6.939,-23,"-44,6",Peixe,"-23,000","-44,600"
ID 3975,-22.946.278,-44.600.306,"-22,946","-44,6",Ephemeroptera,"-22,946","-44,600"
ID 2,-22.328.056,-44.600.333,"-22,328","-44,6",Plecoptera,"-22,328","-44,600"
ID 4212,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 4387,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 4517,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 4547,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 4593,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 4630,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 4658,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 4671,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 4721,-22.328.056,-44.600.333,"-22,328","-44,6",Tricoptera,"-22,328","-44,600"
ID 2727,-22.326.639,-44.6,"-22,326","-44,6",Peixe,"-22,326","-44,600"
ID 3833,-23.043.889,-44.594.722,"-23,043","-44,594",Hemiptera,"-23,043","-44,594"
ID 3957,-23.043.889,-44.594.722,"-23,043","-44,594",Diptera,"-23,043","-44,594"
ID 186,-44.56.916.667,-22.52.861.111,"-44,56","-22,52",Peixe,"-22,520","-44,560"
ID 187,-44.56.916.667,-22.52.861.111,"-44,56","-22,52",Peixe,"-22,520","-44,560"
ID 3792,-23.052.483,-44.559.233,"-23,052","-44,559",Molusca,"-23,052","-44,559"
ID 3850,-22.495.833,-44.559.167,"-22,495","-44,559",Hemiptera,"-22,495","-44,559"
ID 3852,-22.495.833,-44.558.333,"-22,495","-44,558",Hemiptera,"-22,495","-44,558"
ID 3853,-22.495.833,-44.558.333,"-22,495","-44,558",Hemiptera,"-22,495","-44,558"
ID 724,-23.000.833,-44.551.333,-23,"-44,551",Peixe,"-23,000","-44,551"
ID 2626,-23.021.389,-44.547.778,"-23,021","-44,547",Peixe,"-23,021","-44,547"
ID 4760,-22.410.556,-44.545,"-22,41","-44,545",Tricoptera,"-22,410","-44,545"
ID 3796,-2.330.295,-44.544.033,"-2,33","-44,544",Molusca,"-23,300","-44,544"
ID 2538,-22.333.583,-44.544.194,"-22,333","-44,544",Peixe,"-22,333","-44,544"
ID 2728,-22.333.583,-44.544.194,"-22,333","-44,544",Peixe,"-22,333","-44,544"
ID 2818,-22.333.583,-44.544.194,"-22,333","-44,544",Peixe,"-22,333","-44,544"
ID 2508,-22.332.222,-44.539.444,"-22,332","-44,539",Peixe,"-22,332","-44,539"
ID 2720,-22.332.222,-44.539.444,"-22,332","-44,539",Peixe,"-22,332","-44,539"
ID 2822,-22.332.222,-44.539.444,"-22,332","-44,539",Peixe,"-22,332","-44,539"
ID 3665,-22.332.222,-44.539.444,"-22,332","-44,539",Peixe,"-22,332","-44,539"
ID 1177,-22.402.833,-44.513.667,"-22,402","-44,513",Peixe,"-22,402","-44,513"
ID 2539,-22.402.833,-44.513.667,"-22,402","-44,513",Peixe,"-22,402","-44,513"
ID 2730,-22.402.833,-44.513.667,"-22,402","-44,513",Peixe,"-22,402","-44,513"
ID 2819,-22.402.833,-44.513.667,"-22,402","-44,513",Peixe,"-22,402","-44,513"
ID 3188,-23.041.825,-44.505.614,"-23,041","-44,505",Peixe,"-23,041","-44,505"
ID 1423,-23.039.047,-44.505.614,"-23,039","-44,505",Peixe,"-23,039","-44,505"
ID 3189,-23.039.047,-44.505.614,"-23,039","-44,505",Peixe,"-23,039","-44,505"
ID 1178,-22.411.972,-44.504.361,"-22,411","-44,504",Peixe,"-22,411","-44,504"
ID 2540,-22.411.972,-44.504.361,"-22,411","-44,504",Peixe,"-22,411","-44,504"
ID 2820,-22.411.972,-44.504.361,"-22,411","-44,504",Peixe,"-22,411","-44,504"
ID 3660,-22.411.972,-44.504.361,"-22,411","-44,504",Peixe,"-22,411","-44,504"
ID 5068,-22.3.648,-44.502,"-22,3","-44,502",Peixe,"-22,300","-44,502"
ID 1176,-22.357.806,-44.501.083,"-22,357","-44,501",Peixe,"-22,357","-44,501"
ID 2729,-22.357.806,-44.501.083,"-22,357","-44,501",Peixe,"-22,357","-44,501"
ID 3659,-22.357.806,-44.501.083,"-22,357","-44,501",Peixe,"-22,357","-44,501"
ID 4923,-22.7.456,-44.5.045,"-22,7","-44,5",Peixe,"-22,700","-44,500"
ID 4944,-22.7.456,-44.5.045,"-22,7","-44,5",Peixe,"-22,700","-44,500"
ID 5118,-22.7.456,-44.5.045,"-22,7","-44,5",Peixe,"-22,700","-44,500"
ID 5269,-22.7.456,-44.5.045.,"-22,7","-44,5",Peixe,"-22,700","-44,500"
ID 5385,-22.7.456,-44.5.045.,"-22,7","-44,5",Peixe,"-22,700","-44,500"
ID 4957,-22.5.286,-44.5.692,"-22,5","-44,5",Peixe,"-22,500","-44,500"
ID 4971,-22.5.286,-44.5.692,"-22,5","-44,5",Peixe,"-22,500","-44,500"
ID 4972,-22.5.286,-44.5.692,"-22,5","-44,5",Peixe,"-22,500","-44,500"
ID 5116,-22.5.116,-44.5.196,"-22,5","-44,5",Peixe,"-22,500","-44,500"
ID 5117,-22.5.477,-44.5.184,"-22,5","-44,5",Peixe,"-22,500","-44,500"
ID 5148,-22.5,-44.5.667,"-22,5","-44,5",Peixe,"-22,500","-44,500"
ID 5152,-22.5,-44.5.667,"-22,5","-44,5",Peixe,"-22,500","-44,500"
ID 5699,-22.329,-44.5.682,"-22,329","-44,5",Peixe,"-22,329","-44,500"
ID 4870,-22.3.654,-44.5.024,"-22,3","-44,5",Peixe,"-22,300","-44,500"
ID 5119,-22.3.654,-44.5.024,"-22,3","-44,5",Peixe,"-22,300","-44,500"
ID 5386,-22.3.654,-44.5.024,"-22,3","-44,5",Peixe,"-22,300","-44,500"
ID 5396,-22.3.654,-44.5.024,"-22,3","-44,5",Peixe,"-22,300","-44,500"
ID 5458,-22.3.333,-44.5.333,"-22,3","-44,5",Peixe,"-22,300","-44,500"
ID 5683,-22.3.333,-44.5.333,"-22,3","-44,5",Peixe,"-22,300","-44,500"
ID 3791,-2.304.015,-44.481.333,"-2,304","-44,481",Molusca,"-23,040","-44,481"
ID 4323,-23.001.806,-44.457.389,"-23,001","-44,457",Tricoptera,"-23,001","-44,457"
ID 4334,-23.001.806,-44.457.389,"-23,001","-44,457",Tricoptera,"-23,001","-44,457"
ID 4362,-23.001.806,-44.457.389,"-23,001","-44,457",Tricoptera,"-23,001","-44,457"
ID 4805,-23.001.806,-44.457.389,"-23,001","-44,457",Tricoptera,"-23,001","-44,457"
ID 1781,-22.480.992,-44.456.756,"-22,48","-44,456",Peixe,"-22,480","-44,456"
ID 5070,-22.65,-44.45,"-22,65","-44,45",Peixe,"-22,650","-44,450"
ID 5131,-22.65,-44.45,"-22,65","-44,45",Peixe,"-22,650","-44,450"
ID 5244,-22.65,-44.45,"-22,65","-44,45",Peixe,"-22,650","-44,450"
ID 295,-44.45.000.076,-22.46.666.718,"-44,45","-22,46",Peixe,"-22,460","-44,450"
ID 4876,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 4877,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 4924,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5020,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5149,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5150,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5151,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5388,-22.4.667,-44.45.,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5389,-22.4.667,-44.45.,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5404,-22.4.667,-44.45.,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5457,-22.4.667,-44.45.,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5459,-22.4.667,-44.45.,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5460,-22.4.667,-44.45.,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5603,-22.4.667,-44.45.,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5700,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 5701,-22.4.667,-44.45,"-22,4","-44,45",Peixe,"-22,400","-44,450"
ID 3669,-22.466.667,-44.433.333,"-22,466","-44,433",Peixe,"-22,466","-44,433"
ID 3685,-22.466.667,-44.433.333,"-22,466","-44,433",Peixe,"-22,466","-44,433"
ID 3686,-22.466.667,-44.433.333,"-22,466","-44,433",Peixe,"-22,466","-44,433"
ID 3790,-23.019.267,-44.430.567,"-23,019","-44,43",Molusca,"-23,019","-44,430"
ID 4672,-22.910.583,-44.410.667,"-22,91","-44,41",Tricoptera,"-22,910","-44,410"
ID 4313,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4321,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4343,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4344,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4350,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4508,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4523,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4541,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4545,-22.907.806,-44.407.889,"-22,907","-44,407",Tricoptera,"-22,907","-44,407"
ID 4072,-22.955.603,-44.406.281,"-22,955","-44,406",Decapoda,"-22,955","-44,406"
ID 1394,-22.434.444,-444.025,"-22,434","-44,4025",Peixe,"-22,434","-44,403"
ID 1989,-22.434.444,-444.025,"-22,434","-44,4025",Peixe,"-22,434","-44,403"
ID 5384,-22.2.806,-44.4.691,"-22,2","-44,4",Peixe,"-22,200","-44,400"
ID 5689,-22.2.806,-44.4.691,"-22,2","-44,4",Peixe,"-22,200","-44,400"
ID 5692,-22.2.806,-44.4.691,"-22,2","-44,4",Peixe,"-22,200","-44,400"
ID 5696,-22.2.806,-44.4.691,"-22,2","-44,4",Peixe,"-22,200","-44,400"
ID 3538,-22.954.753,-44.391.375,"-22,954","-44,391",Peixe,"-22,954","-44,391"
ID 3789,-23.036.867,-44.37.145,"-23,036","-44,37",Molusca,"-23,036","-44,370"
ID 1660,-22.89,-44.347.778,"-22,89","-44,347",Peixe,"-22,890","-44,347"
ID 5583,-22.9.153,-44.345.,"-22,9","-44,345",Peixe,"-22,900","-44,345"
ID 5626,-22.9.153,-44.345.,"-22,9","-44,345",Peixe,"-22,900","-44,345"
ID 5652,-22.9.153,-44.345.,"-22,9","-44,345",Peixe,"-22,900","-44,345"
ID 226,-44.32.083.511,-22.94.694.519,"-44,32","-22,94",Peixe,"-22,940","-44,320"
ID 3813,-23.016.667,-44.316.667,"-23,016","-44,316",Molusca,"-23,016","-44,316"
ID 3814,-23.016.667,-44.316.667,"-23,016","-44,316",Molusca,"-23,016","-44,316"
ID 3815,-23.016.667,-44.316.667,"-23,016","-44,316",Molusca,"-23,016","-44,316"
ID 3816,-23.016.667,-44.316.667,"-23,016","-44,316",Molusca,"-23,016","-44,316"
ID 3817,-23.016.667,-44.316.667,"-23,016","-44,316",Molusca,"-23,016","-44,316"
ID 3788,-23.0.535,-44.31.305,-23,"-44,31",Molusca,"-23,000","-44,310"
ID 1790,-22.972.142,-44.303.258,"-22,972","-44,303",Peixe,"-22,972","-44,303"
ID 379,-44.3.1.805.556,-23.00.666.667,"-44,3",-23,Peixe,"-23,000","-44,300"
ID 5014,-23.0.167,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5088,-23,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5097,-23,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5098,-23.0.167,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5194,-23,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5301,-23.,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5361,-23.0.167,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5647,-23.,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5657,-23.0.067,-44.3.181,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 5663,-23.0.167,-44.3.167,-23,"-44,3",Peixe,"-23,000","-44,300"
ID 374,-44.3.4500.122,-22.91.527.748,"-44,3","-22,91",Peixe,"-22,910","-44,300"
ID 5138,-22.9.469,-44.3.208,"-22,9","-44,3",Peixe,"-22,900","-44,300"
ID 5624,-22.9.469,-44.3.208,"-22,9","-44,3",Peixe,"-22,900","-44,300"
ID 4868,-22.254,-44.3.588,"-22,254","-44,3",Peixe,"-22,254","-44,300"
ID 4869,-22.254,-44.3.588,"-22,254","-44,3",Peixe,"-22,254","-44,300"
ID 5688,-22.254,-44.3.588,"-22,254","-44,3",Peixe,"-22,254","-44,300"
ID 5695,-22.254,-44.3.588,"-22,254","-44,3",Peixe,"-22,254","-44,300"
ID 5018,-22.2.719,-44.3.907,"-22,2","-44,3",Peixe,"-22,200","-44,300"
ID 1049,-22.242.778,-44.291.389,"-22,242","-44,291",Peixe,"-22,242","-44,291"
ID 2809,-22.284.525,-44.283.381,"-22,284","-44,283",Peixe,"-22,284","-44,283"
ID 2811,-22.284.525,-44.283.381,"-22,284","-44,283",Peixe,"-22,284","-44,283"
ID 3839,-22.408.333,-44.260.278,"-22,408","-44,26",Hemiptera,"-22,408","-44,260"
