OBJECTID_1,ID,Ordem,Familia,Especie,X,Y
4959,5067,Characiformes,Characidae,Sem informaçao,"-22,5319","-43,8192"
4649,4749,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,2189","-41,5069"
1881,1920,Actinopterygii,Characiformes,Cyphocharax,"-21,6372","-41,7577"
5274,5390,Cichliformes,Cichlidae,Sem informação,"-22,2056","-41,4658"
2438,2481,Actinopterygii,Siluriformes,Hypostomus,"-21,6372","-41,7577"
2454,2497,Actinopterygii,Siluriformes,Loricariichthys,"-21,6372","-41,7577"
2910,2977,Actinopterygii,Siluriformes,Pimelodus,"-21,5772","-41,5772"
5007,5116,Characiformes,Characidae,Sem informaçao,"-22,4801","-42,2817"
5218,5333,Cichliformes,Cichlidae,Cichla kelberi,"-22,6508","-42,3917"
2931,2998,Actinopterygii,Siluriformes,Pimelodus,"-21,7174","-41,924"
4905,5011,Characiformes,Characidae,Sem informaçao,"-22,1189","-43,0486"
1681,1716,Actinopterygii,Siluriformes,Scleromystax,"-22,3475","-42,3191"
4531,4631,Characiformes,Characidae,Sem informaçao,"-23,11","-44,72"
4003,4098,Characiformes,Anostomidae,Sem informaçao,"-22,8917","-43,2917"
4966,5074,Characiformes,Characidae,Astyanax scabripinnis,"-22,6364","-43,6173"
1613,1648,Actinopterygii,Siluriformes,Hoplosternum,"-21,63","-42,0345"
4289,4387,Characiformes,Characidae,Mimagoniates microlepis,"-22,4553","-42,9603"
5053,5164,Characiformes,Characidae,Astyanax bimaculatus,"-22,4185","-41,828"
1923,1962,Actinopterygii,Characiformes,Cyphocharax,"-21,58","-42,1428"
6640,6815,Siluriformes,Pimelodidae,Sem informação,"-21,5053","-42,2117"
5248,5363,Cichliformes,Cichlidae,Oreochromis niloticus,"-21,2378","-41,8275"
5184,5298,Cichliformes,Cichlidae,Cichla monoculus,"-22,4806","-42,2042"
4953,5061,Characiformes,Characidae,Sem informaçao,"-22,0762","-41,153"
1966,2005,Actinopterygii,Characiformes,Hoplias,"-22,2259","-42,0047"
4642,4742,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2336","-41,5419"
3910,4000,Characiformes,Anostomidae,Leporinus copelandii,"-22,9417","-43,2083"
1573,1608,Actinopterygii,Siluriformes,Trachelyopterus,"-21,6344","-42,0339"
6466,6633,Siluriformes,Pimelodidae,Pimelodus fur,"-22,1189","-43,0486"
2778,2828,Actinopterygii,Siluriformes,Neoplecostomus,"-22,3962","-42,5845"
2418,2461,Actinopterygii,Siluriformes,Parotocinclus,"-21,8","-41,5846"
1344,1379,Actinopterygii,Characiformes,Synaptolaemus,"-21,7174","-41,924"
2337,2379,Actinopterygii,Siluriformes,Rhamdia,"-22,5533","-42,693"
2737,2787,Actinopterygii,Siluriformes,Hypostomus,"-21,58","-42,1428"
6036,6174,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,3708","-41,7869"
4802,4903,Characiformes,Characidae,Astyanax jenynsii,"-22,254","-43,588"
1897,1936,Actinopterygii,Characiformes,Cyphocharax,"-22,5406","-42,4317"
1785,1821,Actinopterygii,Characiformes,Characidium,"-21,8105","-41,6333"
4798,4899,Characiformes,Characidae,Sem informaçao,"-22,4109","-41,8282"
5666,5794,Cichliformes,Cichlidae,Cichla monoculus,"-22,4806","-42,2042"
5204,5319,Cichliformes,Cichlidae,Cichla kelberi,"-22,67","-43,76"
4552,4652,Characiformes,Characidae,Mimagoniates microlepis,"-22,8925","-42,6497"
5853,5985,Gymnotiformes,Hypopomidae,Brachyhypopomus janeiroensis,"-22,5667","-42,5667"
3847,3937,Characiformes,Anostomidae,Sem informaçao,"-21,5594","-42,1303"
1957,1996,Actinopterygii,Characiformes,Hoplias,"-21,6372","-41,7577"
1647,1682,Actinopterygii,Siluriformes,Scleromystax,"-22,4078","-42,8714"
881,911,Actinopterygii,Siluriformes,Trichomycterus,"-22,415233","-42,90325"
1646,1681,Actinopterygii,Siluriformes,Callichthys,"-22,1727","-42,757"
2302,2344,Actinopterygii,Siluriformes,Rhamdia,"-21,7174","-41,924"
6027,6164,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-22,1872","-41,6611"
5524,5648,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,9661","-43,4797"
5905,6040,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,9061","-43,8892"
4048,4143,Characiformes,Anostomidae,Sem informaçao,"-21,8667","-42,0333"
4365,4465,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-23,0231","-43,5017"
2689,2739,Actinopterygii,Siluriformes,Loricariichthys,"-21,6347","-41,7614"
4297,4395,Characiformes,Characidae,Sem informaçao,"-22,1189","-43,0486"
2511,2557,Actinopterygii,Siluriformes,Schizolecis,"-22,2259","-42,0047"
2566,2613,Actinopterygii,Siluriformes,Schizolecis,"-22,4486","-42,9835"
4912,5018,Characiformes,Characidae,Sem informaçao,"-22,3708","-41,7869"
4601,4701,Characiformes,Characidae,Sem informaçao,"-22,4814","-43,8397"
4582,4682,Characiformes,Characidae,Sem informaçao,"-22,7258","-43,6792"
2257,2298,Actinopterygii,Siluriformes,Acentronichthys,"-22,5958","-43,2031"
2865,2930,Actinopterygii,Siluriformes,Schizolecis,"-22,5925","-43,414"
3955,4047,Characiformes,Anostomidae,Leporinus copelandii,"-22,6944","-43,8"
4555,4655,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,0431","-41,2275"
4451,4551,Characiformes,Characidae,Cheirodon parahybae,"-22,5492","-44,578"
2154,2194,Actinopterygii,Siluriformes,Pimelodella,"-21,5772","-41,5772"
4779,4879,Characiformes,Characidae,Mimagoniates microlepis,"-22,6133","-43,4108"
4382,4482,Characiformes,Characidae,Astyanax taeniatus,"-22,9661","-43,4797"
5862,5995,Characiformes,Erythrinidae,Hoplias malabaricus,"-21,0826","-41,9538"
4448,4548,Characiformes,Characidae,Hyphessobrycon eques,"-21,4634","-41,6817"
4638,4738,Characiformes,Characidae,Sem informaçao,"-22,3528","-42,2269"
2180,2220,Actinopterygii,Siluriformes,Pimelodella,"-21,6372","-41,7577"
1819,1855,Actinopterygii,Characiformes,Characidium,"-22,4936","-42,9083"
2470,2513,Actinopterygii,Siluriformes,Loricariichthys,"-21,63","-42,0345"
3403,3478,Actinopterygii,Characiformes,Prochilodus,"-21,58","-42,1428"
5624,5750,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,6089","-43,5689"
3913,4003,Characiformes,Anostomidae,Leporinus copelandii,"-21,8333","-42,55"
5732,5863,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,9997","-43,4231"
4812,4914,Characiformes,Characidae,Bryconamericus tenuis,"-22,5031","-42,894"
6004,6140,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,3708","-41,7869"
4936,5043,Characiformes,Characidae,Sem informação,"-22,0618","-41,1664"
2830,2895,Actinopterygii,Siluriformes,Hypostomus,"-21,6334","-42,0334"
2493,2539,Actinopterygii,Siluriformes,Parotocinclus,"-22,6211","-43,2419"
2758,2808,Actinopterygii,Siluriformes,Pareiorhaphis,"-22,5249","-43,0317"
5132,5245,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,5911","-43,0906"
2698,2748,Actinopterygii,Siluriformes,Rineloricaria,"-21,6347","-41,7614"
1844,1880,Actinopterygii,Characiformes,Characidium,"-22,4156","-42,5876"
4525,4625,Characiformes,Characidae,Sem informaçao,"-22,5969","-43,142"
2256,2297,Actinopterygii,Siluriformes,Pimelodella,"-21,6347","-41,7614"
2259,2300,Actinopterygii,Siluriformes,Rhamdia,"-22,5723","-43,0346"
1656,1691,Actinopterygii,Siluriformes,Callichthys,"-22,7247","-43,7076"
949,983,Actinopterygii,Siluriformes,Trichomycterus,"-22,591222","-43,432278"
4397,4497,Characiformes,Characidae,Astyanax hastatus,"-22,95","-43,5"
4851,4956,Characiformes,Characidae,Astyanax taeniatus,"-22,8953","-42,6642"
5302,5418,Cichliformes,Cichlidae,Sem informação,"-21,8781","-41,3611"
4419,4519,Characiformes,Characidae,Astyanax intermedius,"-22,5667","-42,5667"
2286,2328,Actinopterygii,Siluriformes,Rhamdia,"-21,6344","-42,0339"
5020,5130,Characiformes,Characidae,Sem informaçao,"-22,5319","-43,8192"
2549,2596,Actinopterygii,Siluriformes,Hisonotus,"-22,5406","-42,4317"
3883,3973,Characiformes,Anostomidae,Leporinus steindachneri,"-21,74","-41,3331"
2018,2057,Actinopterygii,Characiformes,Hoplias,"-21,6344","-42,0339"
4825,4929,Characiformes,Characidae,Mimagoniates microlepis,"-21,8661","-41,6956"
849,879,Actinopterygii,Siluriformes,Trichomycterus,"-22,586944","-43,407222"
4902,5008,Characiformes,Characidae,Sem informaçao,"-22,1189","-43,0486"
4751,4851,Characiformes,Characidae,Sem informaçao,"-21,9336","-42,6086"
3941,4032,Characiformes,Anostomidae,Sem informaçao,"-21,9333","-42,1167"
902,932,Actinopterygii,Siluriformes,Trichomycterus,"-22,415644","-42,587647"
4617,4717,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,2056","-41,465"
5656,5784,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3364","-41,7858"
5146,5259,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,2814","-41,6558"
2408,2451,Actinopterygii,Siluriformes,Hypostomus,"-21,9655","-41,9035"
2738,2788,Actinopterygii,Siluriformes,Parotocinclus,"-21,58","-42,1428"
2322,2364,Actinopterygii,Siluriformes,Pimelodella,"-22,4583","-42,0372"
5198,5312,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3364","-41,7858"
4984,5092,Characiformes,Characidae,Sem informaçao,"-22,5319","-43,8192"
1800,1836,Actinopterygii,Characiformes,Characidium,"-22,426","-42,1742"
2809,2859,Actinopterygii,Siluriformes,Parotocinclus,"-22,6006","-43,0917"
879,909,Actinopterygii,Siluriformes,Trichomycterus,"-22,382822","-42,85764"
5283,5399,Cichliformes,Cichlidae,Coptodon rendalli,"-22,2544","-41,5936"
3381,3456,Actinopterygii,Characiformes,Prochilodus,"-21,7174","-41,924"
1667,1702,Actinopterygii,Siluriformes,Hoplosternum,"-21,6344","-42,0339"
2193,2233,Actinopterygii,Siluriformes,Rhamdia,"-21,6981","-42,2389"
3869,3959,Characiformes,Anostomidae,Sem informaçao,"-21,6333","-41,85"
2219,2259,Actinopterygii,Siluriformes,Pimelodella,"-22,2259","-42,0047"
4584,4684,Characiformes,Characidae,Sem informaçao,"-22,1189","-43,0486"
2356,2399,Actinopterygii,Siluriformes,Rhamdia,"-22,575","-43,3636"
3393,3468,Actinopterygii,Characiformes,Prochilodus,"-21,6347","-41,7614"
4548,4648,Characiformes,Characidae,Hyphessobrycon eques,"-22,0353","-41,2636"
4374,4474,Characiformes,Characidae,Salminus brasiliensis,"-21,7394","-41,2073"
2949,3016,Actinopterygii,Siluriformes,Pimelodus,"-21,6347","-41,7614"
4868,4973,Characiformes,Characidae,Sem informaçao,"-22,5792","-43,434"
848,878,Actinopterygii,Siluriformes,Trichomycterus,"-22,579167","-43,43444"
4540,4640,Characiformes,Characidae,Astyanax taeniatus,"-22,8847","-42,6472"
2866,2931,Actinopterygii,Siluriformes,Hisonotus,"-22,5925","-43,414"
6400,6558,Siluriformes,Pimelodidae,Sem informação,"-21,5772","-42,1464"
6437,6601,Siluriformes,Pseudopimelodidae,Microglanis parahybae,"-22,5667","-42,5667"
1598,1633,Actinopterygii,Siluriformes,Scleromystax,"-21,8106","-41,6336"
5056,5167,Characiformes,Characidae,Sem informaçao,"-22,0271","-43,202"
4707,4807,Characiformes,Characidae,Hyphessobrycon luetkenii,"-22,2219","-41,515"
4842,4946,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,3708","-41,7869"
2303,2345,Actinopterygii,Siluriformes,Pimelodella,"-21,7174","-41,924"
1875,1914,Actinopterygii,Characiformes,Cyphocharax,"-21,6372","-41,7577"
845,875,Actinopterygii,Siluriformes,Trichomycterus,"-22,583056","-43,4694"
2529,2575,Actinopterygii,Siluriformes,Parotocinclus,"-22,2765","-41,8749"
4982,5090,Characiformes,Characidae,Astyanax bimaculatus,"-22,4188","-41,861"
4827,4931,Characiformes,Characidae,Sem informaçao,"-22,6211","-43,2419"
1660,1695,Actinopterygii,Siluriformes,Scleromystax,"-22,4511","-42,6485"
4462,4562,Characiformes,Characidae,Astyanax bimaculatus,"-22,0445","-41,3006"
4489,4589,Characiformes,Characidae,Astyanax taeniatus,"-22,8892","-42,6525"
6449,6615,Cyprinodontiformes,Rivulidae,Sem informação,"-22,9833","-43,5667"
4527,4627,Characiformes,Characidae,Sem informaçao,"-22,5933","-43,1219"
1300,1335,Actinopterygii,Characiformes,Leporinus,"-21,8","-41,5846"
4680,4780,Characiformes,Characidae,Sem informaçao,"-22,8408","-43,6089"
5278,5394,Cichliformes,Cichlidae,Coptodon rendalli,"-22,1836","-41,3839"
3396,3471,Actinopterygii,Characiformes,Prochilodus,"-21,7485","-42,3424"
5802,5934,Characiformes,Erythrinidae,Hoplias malabaricus,"-21,2367","-41,8294"
4333,4431,Characiformes,Characidae,Sem informaçao,"-22,1189","-43,0486"
1843,1879,Actinopterygii,Characiformes,Characidium,"-22,4419","-42,627"
6827,7020,Cyprinodontiformes,Rivulidae,Kryptolebias ocellatus,"-23,05","-43,5667"
846,876,Actinopterygii,Siluriformes,Trichomycterus,"-22,584167","-43,43333"
2672,2722,Actinopterygii,Siluriformes,Rineloricaria,"-22,3033","-42,87"
1797,1833,Actinopterygii,Characiformes,Characidium,"-22,426","-42,1742"
4411,4511,Characiformes,Characidae,Oligosarcus hepsetus,"-22,1158","-41,3203"
5898,6032,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-22,1978","-41,8422"
4646,4746,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2544","-41,5936"
5468,5589,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,6753","-42,9733"
2150,2190,Actinopterygii,Siluriformes,Pimelodella,"-21,8","-41,5846"
2701,2751,Actinopterygii,Siluriformes,Rineloricaria,"-21,6347","-41,7614"
2203,2243,Actinopterygii,Siluriformes,Rhamdia,"-22,6136","-43,2281"
2282,2323,Actinopterygii,Siluriformes,Rhamdia,"-22,237","-42,0201"
1851,1887,Actinopterygii,Characiformes,Characidium,"-22,3956","-42,5845"
5214,5329,Cichliformes,Cichlidae,Crenicichla lacustris,"-22,5947","-42,2525"
1946,1985,Actinopterygii,Characiformes,Hoplias,"-22,3014","-41,6931"
5044,5155,Characiformes,Characidae,Sem informaçao,"-22,1787","-43,5972"
3909,3999,Characiformes,Anostomidae,Leporinus copelandii,"-22,8917","-43,2917"
4878,4983,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2808","-41,7308"
2319,2361,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,4458","-42,2087"
5361,5481,Cichliformes,Cichlidae,Geophagus brasiliensis,"-21,2553","-41,4469"
2532,2579,Actinopterygii,Siluriformes,Parotocinclus,"-22,426","-42,1742"
2481,2524,Actinopterygii,Siluriformes,Loricariichthys,"-21,6981","-42,2389"
6745,6927,Cyprinodontiformes,Rivulidae,Sem informação,"-22,1811","-41,3947"
2304,2346,Actinopterygii,Siluriformes,Pimelodella,"-21,7174","-41,924"
2534,2581,Actinopterygii,Siluriformes,Hypostomus,"-22,426","-42,1742"
836,866,Actinopterygii,Siluriformes,Trichomycterus,"-21,266044","-42,182208"
4468,4568,Characiformes,Characidae,Sem informaçao,"-22,5667","-42,5667"
1350,1385,Actinopterygii,Characiformes,Leporinus,"-21,58","-42,1428"
4577,4677,Characiformes,Characidae,Sem informaçao,"-21,2553","-41,4469"
4008,4103,Characiformes,Anostomidae,Leporinus copelandii,"-21,25","-41,75"
5052,5163,Characiformes,Characidae,Astyanax scabripinnis,"-22,6364","-43,6173"
2833,2898,Actinopterygii,Siluriformes,Ancistrus,"-22,6147","-43,3889"
1655,1690,Actinopterygii,Siluriformes,Hoplosternum,"-22,7286","-43,7146"
2329,2371,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,4989","-42,5097"
5730,5861,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-22,2142","-41,4981"
4927,5033,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,6231","-43,2306"
2710,2760,Actinopterygii,Siluriformes,Loricariichthys,"-21,7485","-42,3424"
6029,6166,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,2872","-41,7139"
2382,2425,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,6133","-43,4428"
4293,4391,Characiformes,Characidae,Sem informaçao,"-22,5439","-42,2781"
3375,3450,Actinopterygii,Characiformes,Prochilodus,"-22,2322","-41,9372"
1620,1655,Actinopterygii,Siluriformes,Scleromystax,"-22,5869","-43,4072"
1559,1594,Actinopterygii,Siluriformes,Trachelyopterus,"-22,2599","-41,8976"
4580,4680,Characiformes,Characidae,Mimagoniates microlepis,"-22,55","-42,4167"
4657,4757,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2142","-41,4928"
4683,4783,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
2260,2301,Actinopterygii,Siluriformes,Rhamdia,"-22,9161","-42,6392"
2871,2936,Actinopterygii,Siluriformes,Parotocinclus,"-22,6122","-43,4181"
4280,4378,Siluriformes,Auchenipteridae,Trachelyopterus striatulus,"-22,8333","-43,8833"
868,898,Actinopterygii,Siluriformes,Trichomycterus,"-22,822778","-43,541667"
889,919,Actinopterygii,Siluriformes,Trichomycterus,"-22,204175","-42,882731"
4460,4560,Characiformes,Characidae,Sem informaçao,"-22,0803","-43,5078"
3889,3979,Characiformes,Anostomidae,Leporinus friderici,"-21,65","-41,05"
4473,4573,Characiformes,Characidae,Astyanax parahybae,"-21,9678","-41,3506"
1863,1902,Actinopterygii,Characiformes,Cyphocharax,"-21,7932","-41,5493"
4772,4872,Characiformes,Characidae,Astyanax taeniatus,"-22,5914","-43,0908"
2650,2699,Actinopterygii,Siluriformes,Hisonotus,"-22,233","-42,0356"
4593,4693,Characiformes,Characidae,Sem informaçao,"-22,2025","-43,1547"
4773,4873,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,5944","-43,1317"
2522,2568,Actinopterygii,Siluriformes,Parotocinclus,"-22,226","-41,9755"
5060,5171,Characiformes,Characidae,Sem informaçao,"-22,6139","-43,4111"
5258,5373,Cichliformes,Cichlidae,Crenicichla lacustris,"-22,3708","-41,7869"
925,958,Actinopterygii,Siluriformes,Trichomycterus,"-22,450556","-42,645831"
2244,2285,Actinopterygii,Siluriformes,Acentronichthys,"-22,5039","-42,8931"
1948,1987,Actinopterygii,Characiformes,Hoplerythrinus,"-22,3014","-41,6931"
5314,5430,Cichliformes,Cichlidae,Coptodon rendalli,"-22,2544","-41,5936"
2679,2729,Actinopterygii,Siluriformes,Hypostomus,"-21,6344","-42,0339"
4604,4704,Characiformes,Characidae,Astyanax bimaculatus,"-22,2033","-41,8486"
1685,1720,Actinopterygii,Siluriformes,Scleromystax,"-22,6152","-42,7362"
2486,2532,Actinopterygii,Siluriformes,Hypostomus,"-22,6211","-43,2419"
2980,3047,Actinopterygii,Siluriformes,Pimelodus,"-22,6324","-43,8942"
5385,5505,Cichliformes,Cichlidae,Sem informação,"-22,1067","-41,4722"
5065,5177,Characiformes,Characidae,Astyanax taeniatus,"-22,8847","-42,6472"
1799,1835,Actinopterygii,Characiformes,Characidium,"-22,426","-42,1742"
4566,4666,Characiformes,Characidae,Sem informaçao,"-21,1917","-41,5558"
1315,1350,Actinopterygii,Characiformes,Leporinus,"-21,6981","-42,2389"
2169,2209,Actinopterygii,Siluriformes,Pimelodella,"-21,6372","-41,7577"
4830,4934,Characiformes,Characidae,Spintherobolus broccae,"-22,4489","-42,7717"
2810,2860,Actinopterygii,Siluriformes,Rineloricaria,"-22,6006","-43,0917"
4724,4824,Characiformes,Characidae,Astyanax lacustris,"-22,2669","-41,7217"
3951,4042,Characiformes,Anostomidae,Sem informaçao,"-21,2667","-41,8"
5162,5275,Cichliformes,Cichlidae,Cichla monoculus,"-22,4806","-42,2042"
5047,5158,Characiformes,Characidae,Hyphessobrycon flammeus,"-22,4801","-42,2817"
4888,4993,Characiformes,Characidae,Sem informaçao,"-22,4736","-42,7606"
4025,4120,Characiformes,Anostomidae,Leporinus copelandii,"-22,1176","-43,2017"
2501,2547,Actinopterygii,Siluriformes,Schizolecis,"-22,6042","-43,2211"
3351,3426,Actinopterygii,Characiformes,Prochilodus,"-21,5772","-41,5772"
2811,2861,Actinopterygii,Siluriformes,Otothyris,"-22,6006","-43,0917"
5017,5126,Characiformes,Characidae,Sem informaçao,"-22,5319","-43,8192"
4520,4620,Characiformes,Characidae,Sem informaçao,"-22,5831","-43,4469"
1806,1842,Actinopterygii,Characiformes,Characidium,"-22,5406","-42,4317"
2025,2064,Actinopterygii,Characiformes,Hoplias,"-22,5905","-42,2505"
4494,4594,Characiformes,Characidae,Sem informaçao,"-22,5742","-43,1961"
4401,4501,Characiformes,Characidae,Astyanax hastatus,"-21,9586","-41,3172"
4750,4850,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,6211","-43,2419"
1902,1941,Actinopterygii,Characiformes,Cyphocharax,"-21,58","-42,1428"
1867,1906,Actinopterygii,Characiformes,Cyphocharax,"-21,6372","-41,7577"
2148,2188,Actinopterygii,Siluriformes,Rhamdia,"-21,2376","-42,1226"
5121,5234,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,1067","-41,4722"
4447,4547,Characiformes,Characidae,Oligosarcus hepsetus,"-21,3609","-41,7082"
3876,3966,Characiformes,Anostomidae,Leporinus copelandii,"-22,2469","-43,4885"
5073,5185,Characiformes,Characidae,Cheirodon parahybae,"-22,5492","-44,578"
2570,2617,Actinopterygii,Siluriformes,Neoplecostomus,"-22,4486","-42,9835"
5485,5607,Cichliformes,Cichlidae,Astronotus ocellatus,"-22,6297","-43,8958"
4630,4730,Characiformes,Characidae,Sem informaçao,"-21,1917","-41,5558"
888,918,Actinopterygii,Siluriformes,Trichomycterus,"-22,204175","-42,882731"
2490,2536,Actinopterygii,Siluriformes,Hypostomus,"-22,5869","-43,4072"
1674,1709,Actinopterygii,Siluriformes,Hoplosternum,"-21,58","-42,1428"
2514,2560,Actinopterygii,Siluriformes,Hisonotus,"-22,2322","-41,9372"
4917,5023,Characiformes,Characidae,Oligosarcus hepsetus,"-22,1189","-43,0486"
2572,2619,Actinopterygii,Siluriformes,Neoplecostomus,"-22,4486","-42,9835"
1953,1992,Actinopterygii,Characiformes,Hoplerythrinus,"-21,5772","-41,5772"
4977,5085,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,2078","-41,4867"
4620,4720,Characiformes,Characidae,Sem informaçao,"-21,2553","-41,4469"
915,945,Actinopterygii,Siluriformes,Trichomycterus,"-22,615244","-42,736172"
4526,4626,Characiformes,Characidae,Sem informaçao,"-22,5725","-43,1967"
6596,6769,Siluriformes,Pimelodidae,Pseudoplatystoma corruscans,"-22,853","-43,4882"
4445,4545,Characiformes,Characidae,Sem informaçao,"-21,4634","-41,6817"
1322,1357,Actinopterygii,Characiformes,Leporinus,"-22,5406","-42,4317"
1617,1652,Actinopterygii,Siluriformes,Hoplosternum,"-21,6981","-42,2389"
5741,5873,Characiformes,Erythrinidae,Hoplias malabaricus,"-21,7394","-41,2073"
4881,4986,Characiformes,Characidae,Astyanax bimaculatus,"-22,2844","-41,7258"
6294,6447,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,4109","-41,8282"
921,951,Actinopterygii,Siluriformes,Trichomycterus,"-22,579722","-43,420833"
2435,2478,Actinopterygii,Siluriformes,Loricariichthys,"-21,6372","-41,7577"
1783,1819,Actinopterygii,Characiformes,Characidium,"-21,23","-42,0933"
1790,1826,Actinopterygii,Characiformes,Characidium,"-22,5792","-43,434"
6030,6167,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,1872","-41,6611"
4887,4992,Characiformes,Characidae,Sem informaçao,"-22,5792","-43,434"
1629,1664,Actinopterygii,Siluriformes,Scleromystax,"-22,426","-42,1742"
2479,2522,Actinopterygii,Siluriformes,Hypostomus,"-21,6981","-42,2389"
2622,2671,Actinopterygii,Siluriformes,Rineloricaria,"-22,4141","-42,9077"
4471,4571,Characiformes,Characidae,Sem informaçao,"-21,3263","-41,8743"
1554,1589,Actinopterygii,Siluriformes,Glanidium,"-21,6981","-42,2389"
3359,3434,Actinopterygii,Characiformes,Prochilodus,"-21,63","-42,0345"
2757,2807,Actinopterygii,Siluriformes,Schizolecis,"-22,5249","-43,0317"
5079,5191,Characiformes,Characidae,Hyphessobrycon luetkenii,"-22,2847","-41,7261"
5290,5406,Cichliformes,Cichlidae,Sem informação,"-22,2344","-41,7003"
1974,2013,Actinopterygii,Characiformes,Hoplerythrinus,"-22,1984","-41,4643"
1608,1643,Actinopterygii,Siluriformes,Hoplosternum,"-21,6372","-41,7577"
5093,5205,Characiformes,Characidae,Sem informaçao,"-22,2025","-43,1547"
4343,4441,Characiformes,Characidae,Astyanax giton,"-22,2956","-41,8767"
4717,4817,Characiformes,Characidae,Sem informaçao,"-22,1983","-41,6758"
2175,2215,Actinopterygii,Siluriformes,Pimelodella,"-21,6372","-41,7577"
5211,5326,Cichliformes,Cichlidae,Cichla kelberi,"-22,69","-43,83"
1586,1621,Actinopterygii,Siluriformes,Trachelyopterus,"-20,9994","-41,72"
5791,5923,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,0089","-42,6456"
1818,1854,Actinopterygii,Characiformes,Characidium,"-22,4994","-42,9786"
3373,3448,Actinopterygii,Characiformes,Prochilodus,"-22,2765","-41,8749"
4900,5006,Characiformes,Characidae,Sem informaçao,"-22,0242","-41,0731"
6167,6317,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,5869","-43,4072"
2569,2616,Actinopterygii,Siluriformes,Schizolecis,"-22,4486","-42,9835"
4557,4657,Characiformes,Characidae,Mimagoniates microlepis,"-22,9683","-43,4942"
5041,5152,Characiformes,Characidae,Sem informaçao,"-22,6364","-43,6173"
4066,4161,Characiformes,Anostomidae,Leporinus copelandii,"-21,8333","-42,55"
5525,5649,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,8789","-42,6336"
6624,6798,Gymnotiformes,Sternopygidae,Eigenmannia virescens,"-21,5594","-42,1303"
3983,4078,Characiformes,Anostomidae,Leporinus copelandii,"-22,2667","-42,75"
4310,4408,Characiformes,Characidae,Sem informaçao,"-22,8665","-43,0031"
2189,2229,Actinopterygii,Siluriformes,Rhamdia,"-21,6981","-42,2389"
5224,5339,Cichliformes,Cichlidae,Sem informação,"-22,3708","-41,7869"
2452,2495,Actinopterygii,Siluriformes,Loricariichthys,"-21,6372","-41,7577"
4641,4741,Characiformes,Characidae,Sem informaçao,"-22,0883","-41,6228"
4788,4889,Characiformes,Characidae,Mimagoniates microlepis,"-22,4356","-42,7589"
6585,6758,Siluriformes,Pseudopimelodidae,Microglanis nigripinnis,"-22,55","-42,4167"
2434,2477,Actinopterygii,Siluriformes,Hypostomus,"-21,6372","-41,7577"
2008,2047,Actinopterygii,Characiformes,Hoplias,"-22,5633","-42,1312"
2577,2626,Actinopterygii,Siluriformes,Ancistrus,"-22,8228","-43,5417"
5030,5140,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,3708","-41,7869"
4611,4711,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,0336","-41,2558"
4366,4466,Characiformes,Characidae,Sem informaçao,"-21,7417","-41,3275"
5151,5264,Characiformes,Characidae,Hyphessobrycon luetkenii,"-22,2858","-41,7297"
4659,4759,Characiformes,Characidae,Astyanax lacustris,"-22,0883","-41,6228"
