ID,Nome Cientifico na Base de Dados,Nivel Taxonomico,Filo,Familia,Ordemmm,Genero,Especie,Latitude,Longitude
833,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
834,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
835,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
836,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
837,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
838,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
839,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
840,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
841,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
842,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
843,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
844,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
845,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,034,528",-21.63
846,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
847,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
848,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
849,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
850,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
851,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
852,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
853,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
854,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,034,528",-21.63
855,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,034,528",-21.63
856,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,034,528",-21.63
857,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,034,528",-21.63
858,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,034,528",-21.63
859,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,034,528",-21.63
860,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,238,944","-21,698,111"
861,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,238,944","-21,698,111"
862,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,238,944","-21,698,111"
863,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,238,944","-21,698,111"
864,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,238,944","-21,698,111"
865,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,238,944","-21,698,111"
866,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,238,944","-21,698,111"
867,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,238,944","-21,698,111"
868,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,431,694","-22,540,639"
869,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-4,171,285","-219,071"
870,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,924,028","-21,717,389"
871,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,924,028","-21,717,389"
872,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,761,444","-21,634,694"
873,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,761,444","-21,634,694"
874,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,033,861","-21,634,444"
875,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,033,861","-21,634,444"
876,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,761,444","-21,634,694"
877,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,761,444","-21,634,694"
878,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,761,444","-21,634,694"
879,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,761,444","-21,634,694"
880,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,342,417","-21,748,528"
881,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,342,417","-21,748,528"
882,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,924,028","-21,717,389"
883,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,924,028","-21,717,389"
884,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,924,028","-21,717,389"
885,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,142,778",-21.58
886,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,142,778",-21.58
887,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,033,861","-21,634,444"
888,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,033,861","-21,634,444"
889,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,342,417","-21,715,194"
890,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,333,444","-22,559,139"
891,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-44,125,314","-22,748,208"
892,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-43,882,097","-22,711,953"
893,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-41,884,675","-20,907,428"
894,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-41,884,675","-20,907,428"
895,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-41,633,611","-21,810,556"
896,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,241,944","-22,621,111"
897,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,407,222","-22,586,944"
898,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,228,056","-22,613,611"
899,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,221,111","-22,604,167"
900,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,277,222","-22,557,222"
901,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,174,189","-22,426,008"
902,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,174,189","-22,426,008"
903,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,095,033","-223,972"
904,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,431,694","-22,540,639"
905,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-4,171,285","-219,071"
906,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,983,517","-22,448,561"
907,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,983,517","-22,448,561"
908,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,601,389","-22,886,667"
909,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,508,056","-22,838,056"
910,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,893,056","-22,503,889"
911,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,908,333","-22,493,611"
912,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,342,417","-21,715,194"
913,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,033,861","-21,634,444"
914,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,142,778",-21.58
915,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-4,248,675","-22,507,222"
916,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-4,248,675","-22,507,222"
917,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,736,172","-22,615,244"
918,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,401,667","-22,652,222"
919,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,392,778","-22,578,056"
920,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,418,056","-22,612,222"
921,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,388,889","-22,614,722"
922,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,342,417","-21,715,194"
923,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-43,433,333","-22,589,722"
924,Astyanax taeniatus,Especie,,Characidae,Characiformes,Astyanax,Astyanax taeniatus,"-42,333,444","-22,559,139"
925,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,-43.38,"-22,887,222"
926,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-431,225","-22,929,722"
927,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-431,225","-22,929,722"
928,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-431,225","-22,929,722"
929,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-431,225","-22,929,722"
930,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,102,778","-22,934,722"
931,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,102,778","-22,934,722"
932,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,194,722","-22,818,889"
933,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,194,722","-22,818,889"
934,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,194,722","-22,818,889"
935,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,170,833","-22,821,389"
936,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,170,833","-22,821,389"
937,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,170,833","-22,821,389"
938,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,141,667","-22,708,333"
939,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,131,944","-22,714,722"
940,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,131,944","-22,714,722"
941,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,131,944","-22,714,722"
942,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,131,944","-22,714,722"
943,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,102,103","-2,293,125"
944,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,116,361","-22,927,722"
945,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-44,716,944","-232,075"
946,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,114,536","-22,910,172"
947,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,417","-229,317"
948,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,417","-229,317"
949,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
950,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
951,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
952,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
953,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
954,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
955,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
956,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
957,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-428,587","-229,367"
958,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
959,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
960,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
961,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
962,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
963,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
964,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
965,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
966,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
967,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
968,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-427,862","-229,375"
969,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-41,995,722","-22,574,056"
970,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,"-43,064,528","-22,689"
971,Atherinella brasiliensis,Especie,,Atherinopsidae,Characiformes,Atherinella,Atherinella brasiliensis,-43.15,-22.95
972,Australoheros,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros,"-42,401,733","-22,657,106"
973,Australoheros,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros,"-42,020,111","-22,237"
974,Australoheros,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros,"-42,898,611","-22,517,778"
975,Australoheros,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros,"-42,560,833","-22,575,833"
976,Australoheros,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros,"-42,983,333","-22,533,333"
977,Australoheros autrani,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros autrani,-42.05,-22.7
978,Australoheros barbosae,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros barbosae,"-42,907,742","-22,414,089"
979,Australoheros barbosae,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros barbosae,"-42,903,033","-22,415,303"
980,Australoheros facetus,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros facetus,"-42,122,608","-21,237,597"
981,Australoheros facetus,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros facetus,"-4,209,325","-21,230,022"
982,Australoheros facetus,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros facetus,"-42,576,703","-21,841,078"
983,Australoheros facetus,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros facetus,"-42,250,486","-22,590,469"
984,Australoheros macacuensis,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros macacuensis,"-43,034,608","-22,572,278"
985,Australoheros macaensis,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros macaensis,-42.05,"-22,433,333"
986,Australoheros macaensis,Especie,,Cichlidae,Characiformes,Australoheros,Australoheros macaensis,"-42,039,306","-22,430,981"
987,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-41,577,167","-21,577,167"
988,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-41,757,694","-21,637,222"
989,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-41,757,694","-21,637,222"
990,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-41,757,694","-21,637,222"
991,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-41,757,694","-21,637,222"
992,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-42,034,528",-21.63
993,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-42,034,528",-21.63
994,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-42,238,944","-21,698,111"
995,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-42,238,944","-21,698,111"
996,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-4,197,545","-22,225,983"
997,Awaous tajasica,Especie,,Gobiidae,Characiformes,Awaous,Awaous tajasica,"-41,846,172","-22,292,317"
